crash_date,crash_time,borough,zip_code,latitude,longitude,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2020-10-16,04:40:00,Manhattan,10128,40.77918,-73.9508,East 88 Street,2 Avenue,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified
2020-11-07,03:30:00,Queens,11433,40.69578,-73.79314000000001,160-15 108 Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-12-02,13:00:00,Brooklyn,11237,40.711334,-73.9339,Meadow Street,Morgan Avenue,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-23,08:40:00,Staten Island,10304,40.63115,-74.076454,Bay Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-07,10:24:00,Queens,11422,40.66406,-73.73846,241 Street,141 Avenue,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-Up Truck,Unspecified,Unspecified,Unspecified
2020-10-20,16:13:00,Manhattan,10013,40.723625,-74.00479,Avenue Of The Americas,Watts Street,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-18,11:15:00,Bronx,10467,40.881367,-73.88278000000001,Jerome Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-27,11:50:00,Brooklyn,11222,40.719063,-73.94197,Richardson Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-13,12:38:00,Brooklyn,11210,40.6323,-73.93701999999999,Avenue H,Albany Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-12-01,06:20:00,Bronx,10468,40.861346999999995,-73.897736,Grand Concourse,East 188 Street,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-14,16:00:00,Manhattan,10010,40.73771,-73.974266,Fdr Drive,Unknown,0,0,0,0,0,0,0,0,Pavement Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-11,19:24:00,Bronx,10453,40.84718,-73.92135,Montgomery Avenue,West 174 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-02,17:15:00,Manhattan,10010,40.739132,-73.97799,East 26 Street,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-06,07:40:00,Bronx,10457,40.84091,-73.90475500000001,Webster Avenue,Clay Avenue,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Other,Sedan,Unspecified,Unspecified,Unspecified
2020-11-25,12:42:00,Brooklyn,11239,40.646152,-73.879875,Geneva Loop,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-13,10:00:00,Brooklyn,11211,40.71582,-73.925354,Grand Street,Unknown,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Bike,Unspecified,Unspecified,Unspecified
2020-10-26,12:30:00,Brooklyn,11215,40.67255,-73.99155,8 Street,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-20,10:00:00,Queens,11367,40.719524,-73.81423000000001,79-05 149 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-15,12:20:00,Queens,11420,40.66669,-73.81173000000001,Belt Parkway,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-29,07:25:00,Brooklyn,11207,40.651352,-73.89275,Glenwood Road,Williams Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Van,Sedan,Unspecified,Unspecified,Unspecified
2020-11-22,20:40:00,Brooklyn,11203,40.650517,-73.92359,Snyder Avenue,Unknown,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-31,03:00:00,Queens,11436,40.669243,-73.80129000000001,Van Wyck Expwy,Unknown,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-30,03:50:00,Brooklyn,11210,40.633995,-73.94778000000001,Nostrand Avenue,Glenwood Road,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Reaction To Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Sedan,Tractor Truck Diesel,Unspecified,Unspecified,Unspecified
2020-10-14,09:15:00,Bronx,10454,40.801685,-73.91734,Cypress Avenue,East 132 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Box Truck,Sedan,Unspecified,Unspecified,Unspecified
2020-11-10,07:30:00,Queens,11434,40.67487,-73.78008,130-08 160 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-12-03,07:50:00,Bronx,10454,40.804840000000006,-73.912796,Jackson Avenue,East 138 Street,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Other,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-16,12:10:00,Manhattan,10019,40.760059999999996,-73.98401,7 Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-18,07:30:00,Queens,11367,40.732037,-73.814926,Jewel Avenue,Kissena Boulevard,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Bus,Sedan,Unspecified,Unspecified,Unspecified
2020-11-20,00:00:00,Brooklyn,11233,40.672825,-73.923,Prospect Place,Unknown,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-27,21:45:00,Queens,11414,40.6568,-73.85758,Belt Parkway,Unknown,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-27,17:45:00,Queens,11421,40.689198,-73.852325,91 Avenue,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-26,07:19:00,Brooklyn,11232,40.65835,-74.00361,Gowanus Expy (Bqe),Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-Up Truck,Unspecified,Unspecified,Unspecified
2020-11-15,18:20:00,Manhattan,10033,40.846493,-73.93506,West 177 Street,Unknown,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified
2020-11-02,06:20:00,Bronx,10469,40.877544,-73.84664000000001,Eastchester Road,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-25,12:50:00,Manhattan,10032,40.841713,-73.94435,Riverside Drive,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-21,17:20:00,Bronx,10455,40.815845,-73.89544000000001,Longwood Avenue,Bruckner Boulevard,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-17,10:30:00,Manhattan,10039,40.821106,-73.93575,West 146 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-20,18:47:00,Bronx,10453,40.8541,-73.919106,Major Deegan Expressway,Unknown,2,0,0,0,0,0,2,0,Reaction To Uninvolved Vehicle,Following Too Closely,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-08,07:17:00,Brooklyn,11223,40.590109999999996,-73.97421999999999,Avenue X,Mc Donald Avenue,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-03,08:17:00,Brooklyn,11211,40.71298,-73.96126600000001,South 2 Street,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-12,18:40:00,Queens,11414,40.665905,-73.85321,81 Street,153 Avenue,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-31,20:20:00,Brooklyn,11203,40.644855,-73.93836999999999,Albany Avenue,Cortelyou Road,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-16,05:40:00,Brooklyn,11233,40.681187,-73.93471,Lewis Avenue,Unknown,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-11,18:15:00,Manhattan,10010,40.741356,-73.989136,East 23 Street,Broadway,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Other,Unspecified,Unspecified,Unspecified
2020-10-19,09:00:00,Bronx,10458,40.870384,-73.88198,East Mosholu Parkway South,Marion Avenue,0,0,0,0,0,0,0,0,Passing Too Closely,Other Vehicular,Unspecified,Unspecified,Unspecified,Other,Other,Unspecified,Unspecified,Unspecified
2020-10-13,19:18:00,Manhattan,10029,40.790997,-73.94931,Park Avenue,Unknown,1,0,1,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-03,15:00:00,Manhattan,10016,40.7461,-73.982056,Park Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-16,08:50:00,Brooklyn,11236,40.654457,-73.90878000000001,Linden Boulevard,Bristol Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Van,Sedan,Unspecified,Unspecified,Unspecified
2020-11-15,02:00:00,Queens,11368,40.75206,-73.854256,112-23 Roosevelt Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-17,15:45:00,Brooklyn,11237,40.713238,-73.92949,Ten Eyck Street,Varick Avenue,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-12-02,10:08:00,Brooklyn,11223,40.585594,-73.971176,West 2 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Other,Unspecified,Unspecified,Unspecified
2020-11-07,20:12:00,Manhattan,10029,40.794178,-73.94487,East 109 Street,Unknown,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-07,14:29:00,Brooklyn,11236,40.650734,-73.8976,Farragut Road,Unknown,2,0,0,0,0,0,2,0,Pavement Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-29,00:00:00,Brooklyn,11208,40.667145,-73.882576,Cleveland Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-28,09:16:00,Bronx,10473,40.822395,-73.879654,Evergreen Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Other,Sedan,Unspecified,Unspecified,Unspecified
2020-10-26,23:15:00,Queens,11354,40.774223,-73.846634,26-27 College Point Boulevard,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-13,11:00:00,Brooklyn,11215,40.672670000000004,-73.99002,3 Avenue,7 Street,1,0,0,0,1,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Bike,Unspecified,Unspecified,Unspecified
2020-11-12,17:18:00,Bronx,10460,40.83943,-73.875435,East 178 Street,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-15,16:02:00,Staten Island,10312,40.535835,-74.19378,Huguenot Avenue,Drumgoole Road West,2,0,0,0,0,0,2,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-18,16:40:00,Manhattan,10035,40.804012,-73.93097,Harlem River Drive,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-30,18:10:00,Brooklyn,11236,40.642292,-73.90449,Conklin Avenue,East 93 Street,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-06,12:38:00,Bronx,10468,40.861862,-73.91282,West Fordham Road,Unknown,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-30,15:30:00,Manhattan,10013,40.72225,-74.00591999999999,Avenue Of The Americas,Canal Street,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-25,21:00:00,Brooklyn,11228,40.60947,-74.01273,Bay 8 Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-25,14:51:00,Manhattan,10032,40.8344,-73.94785999999999,Riverside Drive,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-14,05:38:00,Staten Island,10314,40.616726,-74.15196,Willow Road East,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-Up Truck,Unspecified,Unspecified
2020-10-26,06:30:00,Queens,11373,40.7317,-73.87188,Long Island Expressway,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-Up Truck,Unspecified
2020-11-04,08:35:00,Manhattan,10019,40.763023,-73.97815,Avenue Of The Americas,West 55 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Unspecified,Unspecified,Unspecified
2020-10-21,16:10:00,Bronx,10463,40.885098,-73.90066,West 238 Street,Broadway,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-23,08:00:00,Bronx,10452,40.836940000000006,-73.92712399999999,Ogden Avenue,West 167 Street,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,E-Scooter,Unspecified,Unspecified,Unspecified
2020-11-18,08:30:00,Queens,11377,40.748721999999994,-73.89881,64 Street,37 Avenue,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Sedan,Unspecified,Unspecified,Unspecified
2020-10-17,07:00:00,Manhattan,10016,40.7482,-73.98004,East 36 Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-31,22:18:00,Bronx,10467,40.894093,-73.86265999999999,Bronx River Parkway,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-16,11:47:00,Brooklyn,11201,40.699954999999996,-73.98826600000001,Sands Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-21,11:17:00,Bronx,10459,40.82244,-73.8859,Bruckner Boulevard,Whittier Street,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-12,03:04:00,Brooklyn,11213,40.67973,-73.9374,Fulton Street,Unknown,1,0,0,0,0,0,1,0,Obstruction/Debris,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-12-01,14:12:00,Bronx,10455,40.814934,-73.89765,Southern Boulevard,East 156 Street,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Box Truck,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-25,02:35:00,Bronx,10475,40.88415,-73.82607,New England Thruway,Conner Street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-13,15:15:00,Queens,11378,40.730366,-73.91388,Long Island Expressway,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-22,11:15:00,Bronx,10463,40.886078000000005,-73.90250400000001,Tibbett Avenue,West 238 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-22,13:39:00,Brooklyn,11226,40.646687,-73.95413,Tilden Avenue,Lott Street,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-25,22:40:00,Manhattan,10037,40.810856,-73.939026,East 132 Street,5 Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Van,Sedan,Unspecified,Unspecified,Unspecified
2020-10-28,15:30:00,Brooklyn,11230,40.612429999999996,-73.96386,East 10 Street,Avenue O,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-19,12:00:00,Queens,11433,40.704582,-73.78486,173 Street,Liberty Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Other,Unspecified,Unspecified,Unspecified
2020-11-08,14:25:00,Bronx,10461,40.852833000000004,-73.85333,Williamsbridge Road,Unknown,1,0,0,0,0,0,1,0,Unsafe Speed,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Motorcycle,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified
2020-12-01,00:10:00,Queens,11427,40.72988,-73.74951999999999,Grand Central Pkwy,Unknown,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-11,18:30:00,Manhattan,10014,40.73507,-74.001976,7 Avenue South,Unknown,1,0,1,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,Station Wagon/Sport Utility Vehicle,Taxi,Unspecified,Unspecified
2020-11-30,09:00:00,Queens,11434,40.66564,-73.77896,144 Avenue,Rockaway Boulevard,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-24,16:00:00,Brooklyn,11208,40.667507,-73.88006999999999,New Lots Avenue,Essex Street,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-25,14:43:00,Bronx,10465,40.83225,-73.82760999999999,East Tremont Avenue,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified
2020-11-29,02:39:00,Brooklyn,11203,40.64028,-73.94363,Newkirk Avenue,East 35 Street,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-20,00:00:00,Queens,11422,40.67546,-73.73385,133 Avenue,Laurelton Parkway,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-30,15:00:00,Manhattan,10075,40.77234,-73.95269,East 79 Street,1 Avenue,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-16,14:00:00,Brooklyn,11206,40.700726,-73.94194,Flushing Avenue,Unknown,2,0,0,0,2,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Other,E-Scooter,Unspecified,Unspecified,Unspecified
2020-11-11,10:45:00,Brooklyn,11221,40.697186,-73.92884000000001,Evergreen Avenue,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-24,17:08:00,Brooklyn,11207,40.67455,-73.89551,Liberty Avenue,New Jersey Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-25,22:25:00,Manhattan,10025,40.79166,-73.96469,Central Park West,West 96 Street,1,0,0,0,1,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Bike,Unspecified,Unspecified,Unspecified
2020-10-28,20:38:00,Brooklyn,11205,40.692795000000004,-73.95206,Nostrand Avenue,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Motorcycle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-25,01:12:00,Unknown,-1,40.711643,-73.94391999999999,Grand Street,Unknown,3,0,0,0,0,0,3,1,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified
2020-11-13,03:45:00,Queens,11377,40.735413,-73.91835,48 Street,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Taxi,Sedan,Unspecified,Unspecified,Unspecified
2020-11-20,20:19:00,Brooklyn,11208,40.66796,-73.87009,Linden Boulevard,Euclid Avenue,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
