,accidents,geometry,latitude,longitude,total_injured,total_killed
12784,1.0,POINT (-73.98427599999999 40.669056),40.669056,-73.984276,0.0,0.0
12786,1.0,POINT (-73.74985500000003 40.66906),40.66906,-73.74985500000003,0.0,0.0
12787,1.0,POINT (-73.9362 40.669067),40.669067,-73.9362,0.0,0.0
12788,1.0,POINT (-73.91495 40.669067),40.669067,-73.91495,0.0,0.0
12789,4.0,POINT (-73.86555 40.669067),40.669067,-73.86555,4.0,0.0
12791,1.0,POINT (-73.92555 40.669075),40.669075,-73.92555,0.0,0.0
12792,1.0,POINT (-73.8822 40.669083),40.669083,-73.8822,0.0,0.0
12795,1.0,POINT (-73.74580999999998 40.669098),40.669098,-73.74580999999998,0.0,0.0
12796,1.0,POINT (-73.91471 40.6691),40.6691,-73.91471,2.0,0.0
12797,1.0,POINT (-73.90964 40.6691),40.6691,-73.90964,0.0,0.0
12798,1.0,POINT (-73.89697 40.6691),40.6691,-73.89697,0.0,0.0
12799,1.0,POINT (-73.88051 40.669106),40.669106,-73.88051,0.0,0.0
12800,1.0,POINT (-73.745834 40.66911),40.66911,-73.745834,0.0,0.0
12802,1.0,POINT (-73.93708000000002 40.669113),40.669113,-73.93708000000002,0.0,0.0
12805,1.0,POINT (-73.893196 40.669125),40.669125,-73.893196,0.0,0.0
12807,1.0,POINT (-73.91061999999999 40.669136),40.669136,-73.91062,0.0,0.0
12808,1.0,POINT (-73.8913 40.669136),40.669136,-73.8913,2.0,0.0
12810,1.0,POINT (-73.93767 40.669147),40.669147,-73.93767,0.0,0.0
12811,1.0,POINT (-73.89806999999998 40.669147),40.669147,-73.89806999999998,0.0,0.0
12812,1.0,POINT (-73.937904 40.66916),40.66916,-73.937904,0.0,0.0
12814,1.0,POINT (-73.89663 40.66917),40.66917,-73.89663,0.0,0.0
12815,1.0,POINT (-73.920715 40.669174),40.669174,-73.920715,2.0,0.0
12816,3.0,POINT (-73.93791 40.669178),40.669178,-73.93791,0.0,0.0
12817,1.0,POINT (-73.98106 40.669186),40.669186,-73.98106,0.0,0.0
12818,1.0,POINT (-73.93839 40.669186),40.669186,-73.93839,2.0,0.0
12819,1.0,POINT (-73.91060999999998 40.669186),40.669186,-73.91060999999998,0.0,0.0
12820,1.0,POINT (-73.90529000000002 40.669186),40.669186,-73.90529000000002,0.0,0.0
12822,8.0,POINT (-73.99682 40.66919),40.66919,-73.99682,4.0,0.0
12825,1.0,POINT (-73.988106 40.669197),40.669197,-73.988106,0.0,0.0
12826,1.0,POINT (-73.96212 40.669197),40.669197,-73.96212,0.0,0.0
12827,1.0,POINT (-73.91407 40.669197),40.669197,-73.91407,2.0,0.0
12828,1.0,POINT (-73.91401 40.669205),40.669205,-73.91401,2.0,0.0
12829,1.0,POINT (-73.99292 40.66921),40.66921,-73.99292,0.0,0.0
12831,2.0,POINT (-73.976326 40.66922),40.66922,-73.976326,0.0,0.0
12832,1.0,POINT (-73.93897 40.66922),40.66922,-73.93897,0.0,0.0
12833,2.0,POINT (-73.9387 40.66922),40.66922,-73.9387,0.0,0.0
12834,1.0,POINT (-73.92554 40.66922),40.66922,-73.92554,0.0,0.0
12836,5.0,POINT (-73.80109399999998 40.66922),40.66922,-73.80109399999998,6.0,0.0
12840,1.0,POINT (-73.973 40.669235),40.669235,-73.973,0.0,0.0
12842,1.0,POINT (-73.91785400000001 40.669243),40.669243,-73.917854,0.0,0.0
12843,6.0,POINT (-73.80129000000002 40.669243),40.669243,-73.80129000000002,4.0,0.0
12848,1.0,POINT (-73.9812 40.66926),40.66926,-73.9812,0.0,0.0
12852,1.0,POINT (-73.87770999999999 40.669273),40.669273,-73.87771,0.0,0.0
12853,1.0,POINT (-73.981255 40.66928),40.66928,-73.981255,0.0,0.0
12854,1.0,POINT (-73.89574399999999 40.669285),40.669285,-73.895744,0.0,0.0
12856,1.0,POINT (-73.76394999999999 40.669285),40.669285,-73.76395,0.0,0.0
12857,16.0,POINT (-73.842445 40.66929),40.66929,-73.842445,20.0,0.0
12858,1.0,POINT (-73.94060500000001 40.669308),40.669308,-73.940605,0.0,0.0
12860,1.0,POINT (-73.8638 40.66931),40.66931,-73.8638,0.0,0.0
12861,1.0,POINT (-73.99611999999998 40.66931500000001),40.66931500000001,-73.99611999999998,0.0,0.0
12862,1.0,POINT (-73.920395 40.66931500000001),40.66931500000001,-73.920395,0.0,0.0
12863,1.0,POINT (-73.940895 40.66932),40.66932,-73.940895,0.0,0.0
12864,1.0,POINT (-73.94053000000002 40.66932),40.66932,-73.94053000000002,2.0,0.0
12867,1.0,POINT (-73.92361 40.66934000000001),40.66934000000001,-73.92361,0.0,0.0
12869,1.0,POINT (-73.908745 40.669342),40.669342,-73.908745,0.0,0.0
12870,1.0,POINT (-73.97788 40.669346),40.669346,-73.97788,0.0,0.0
12871,1.0,POINT (-73.94136999999998 40.66935),40.66935,-73.94136999999998,0.0,0.0
12872,1.0,POINT (-73.94110999999999 40.66935),40.66935,-73.94111,0.0,0.0
12873,1.0,POINT (-73.890396 40.669365),40.669365,-73.890396,0.0,0.0
12874,1.0,POINT (-73.94174 40.66937),40.66937,-73.94174,0.0,0.0
12878,1.0,POINT (-73.92440000000001 40.669384),40.669384,-73.9244,0.0,0.0
12883,1.0,POINT (-73.993774 40.66942),40.66942,-73.993774,0.0,0.0
12884,1.0,POINT (-73.879654 40.66942),40.66942,-73.879654,0.0,0.0
12885,1.0,POINT (-73.74035000000001 40.669426),40.669426,-73.74035,0.0,0.0
12888,1.0,POINT (-73.92829 40.669445),40.669445,-73.92829,0.0,0.0
12890,1.0,POINT (-73.94341999999997 40.66946),40.66946,-73.94341999999997,0.0,0.0
12891,1.0,POINT (-73.88857 40.66946),40.66946,-73.88857,0.0,0.0
12893,1.0,POINT (-73.97466999999997 40.669483),40.669483,-73.97466999999997,0.0,0.0
12894,1.0,POINT (-73.98698 40.669502),40.669502,-73.98698,0.0,0.0
12895,1.0,POINT (-73.91199499999998 40.669506),40.669506,-73.91199499999998,0.0,0.0
12896,1.0,POINT (-73.90680999999999 40.669514),40.669514,-73.90681,2.0,0.0
12897,1.0,POINT (-73.88061 40.669514),40.669514,-73.88061,0.0,0.0
12898,1.0,POINT (-73.911934 40.669518),40.669518,-73.911934,0.0,0.0
12899,1.0,POINT (-73.75296999999998 40.669518),40.669518,-73.75296999999998,0.0,0.0
12901,1.0,POINT (-73.92254 40.669537),40.669537,-73.92254,0.0,0.0
12906,1.0,POINT (-73.87682 40.669567),40.669567,-73.87682,0.0,0.0
12907,1.0,POINT (-73.87969 40.66957),40.66957,-73.87969,0.0,0.0
12908,1.0,POINT (-73.95734399999998 40.669575),40.669575,-73.95734399999998,0.0,0.0
12909,2.0,POINT (-73.98713000000002 40.66958),40.66958,-73.98713000000002,0.0,0.0
12912,1.0,POINT (-73.93106999999998 40.669594),40.669594,-73.93106999999998,2.0,0.0
12913,1.0,POINT (-73.91969 40.6696),40.6696,-73.91969,0.0,0.0
12914,1.0,POINT (-73.92916 40.669624),40.669624,-73.92916,0.0,0.0
12915,1.0,POINT (-73.88955 40.66963),40.66963,-73.88955,0.0,0.0
12916,1.0,POINT (-73.946236 40.669632),40.669632,-73.946236,0.0,0.0
12918,1.0,POINT (-73.94684000000002 40.669643),40.669643,-73.94684000000002,0.0,0.0
12921,2.0,POINT (-73.8614 40.669655),40.669655,-73.8614,0.0,0.0
12922,1.0,POINT (-73.86148 40.66966),40.66966,-73.86148,0.0,0.0
12923,1.0,POINT (-73.94710500000002 40.669662),40.669662,-73.94710500000002,0.0,0.0
12924,1.0,POINT (-73.91095 40.669662),40.669662,-73.91095,0.0,0.0
12929,1.0,POINT (-73.95789000000001 40.669704),40.669704,-73.95789,0.0,0.0
12931,1.0,POINT (-73.910484 40.669712),40.669712,-73.910484,0.0,0.0
12933,3.0,POINT (-73.737206 40.66972),40.66972,-73.737206,0.0,0.0
12935,1.0,POINT (-73.74117 40.669727),40.669727,-73.74117,0.0,0.0
12936,2.0,POINT (-73.91049 40.66973),40.66973,-73.91049,4.0,0.0
12937,1.0,POINT (-73.94845600000002 40.669735),40.669735,-73.94845600000002,0.0,0.0
12941,1.0,POINT (-73.91043000000001 40.66974),40.66974,-73.91043,0.0,0.0
12942,1.0,POINT (-73.91031 40.66974),40.66974,-73.91031,0.0,0.0
12944,1.0,POINT (-73.98749000000002 40.66975),40.66975,-73.98749000000002,0.0,0.0
12945,2.0,POINT (-73.86083000000001 40.66975),40.66975,-73.86083,2.0,0.0
12946,1.0,POINT (-73.91031 40.669758),40.669758,-73.91031,0.0,0.0
12947,1.0,POINT (-73.888626 40.66976),40.66976,-73.888626,0.0,0.0
12948,1.0,POINT (-73.98756 40.66976500000001),40.66976500000001,-73.98756,2.0,0.0
12949,1.0,POINT (-73.948975 40.66976500000001),40.66976500000001,-73.948975,2.0,0.0
12952,1.0,POINT (-73.94941 40.669785),40.669785,-73.94941,0.0,0.0
12956,1.0,POINT (-73.94967 40.6698),40.6698,-73.94967,0.0,0.0
12958,2.0,POINT (-73.93225 40.66981),40.66981,-73.93225,0.0,0.0
12962,1.0,POINT (-73.97249599999998 40.669834),40.669834,-73.97249599999998,2.0,0.0
12963,1.0,POINT (-73.99114 40.669838),40.669838,-73.99114,0.0,0.0
12964,1.0,POINT (-73.973724 40.66985),40.66985,-73.973724,0.0,0.0
12966,1.0,POINT (-73.73402 40.669853),40.669853,-73.73402,2.0,0.0
12968,1.0,POINT (-73.86005 40.669857),40.669857,-73.86005,0.0,0.0
12969,1.0,POINT (-73.97721 40.66987),40.66987,-73.97721,0.0,0.0
12971,1.0,POINT (-73.88588 40.669876),40.669876,-73.88588,0.0,0.0
12974,1.0,POINT (-73.89339 40.66988),40.66988,-73.89339,0.0,0.0
12976,1.0,POINT (-73.83948000000002 40.66989),40.66989,-73.83948000000002,0.0,0.0
12978,1.0,POINT (-73.909256 40.669895),40.669895,-73.909256,0.0,0.0
12980,1.0,POINT (-73.77455 40.669918),40.669918,-73.77455,0.0,0.0
12981,2.0,POINT (-73.93103000000001 40.66992),40.66992,-73.93103,2.0,0.0
12982,1.0,POINT (-73.992294 40.669926),40.669926,-73.992294,2.0,0.0
12984,1.0,POINT (-73.77455 40.669926),40.669926,-73.77455,0.0,0.0
12985,1.0,POINT (-73.98235 40.66993),40.66993,-73.98235,0.0,0.0
12988,1.0,POINT (-73.78301999999999 40.669937),40.669937,-73.78302,0.0,0.0
12989,1.0,POINT (-73.888695 40.669945),40.669945,-73.888695,0.0,0.0
12990,1.0,POINT (-73.90875 40.66997),40.66997,-73.90875,0.0,0.0
12991,6.0,POINT (-73.84773 40.66997),40.66997,-73.84773,4.0,0.0
12992,1.0,POINT (-73.92546 40.669975),40.669975,-73.92546,0.0,0.0
12994,1.0,POINT (-73.87597 40.66998),40.66998,-73.87597,0.0,0.0
12995,1.0,POINT (-73.88499499999998 40.66999000000001),40.66999000000001,-73.88499499999998,2.0,0.0
12998,1.0,POINT (-73.88413 40.670006),40.670006,-73.88413,0.0,0.0
12999,1.0,POINT (-73.908585 40.670013),40.670013,-73.908585,0.0,0.0
13000,1.0,POINT (-73.98808000000002 40.670017),40.670017,-73.98808000000002,0.0,0.0
13003,1.0,POINT (-73.92076 40.670033),40.670033,-73.92076,0.0,0.0
13004,1.0,POINT (-73.953636 40.670036),40.670036,-73.953636,0.0,0.0
13005,1.0,POINT (-73.92118000000001 40.67004),40.67004,-73.92118,0.0,0.0
13006,1.0,POINT (-73.91085 40.670044),40.670044,-73.91085,0.0,0.0
13008,1.0,POINT (-73.9541 40.670048),40.670048,-73.9541,2.0,0.0
13009,1.0,POINT (-73.921165 40.670055),40.670055,-73.921165,0.0,0.0
13010,1.0,POINT (-73.98461 40.67006),40.67006,-73.98461,0.0,0.0
13012,2.0,POINT (-73.92175999999998 40.67007),40.67007,-73.92175999999998,0.0,0.0
13013,1.0,POINT (-73.91591 40.67007),40.67007,-73.91591,0.0,0.0
13016,1.0,POINT (-73.86579 40.670074),40.670074,-73.86579,0.0,0.0
13017,1.0,POINT (-73.95477 40.670086),40.670086,-73.95477,0.0,0.0
13019,1.0,POINT (-73.98299 40.6701),40.6701,-73.98299,0.0,0.0
13023,1.0,POINT (-73.75979 40.670135),40.670135,-73.75979,0.0,0.0
13024,1.0,POINT (-73.87064000000002 40.67014),40.67014,-73.87064000000002,0.0,0.0
13025,1.0,POINT (-73.92336 40.670155),40.670155,-73.92336,2.0,0.0
13026,2.0,POINT (-73.914795 40.670166),40.670166,-73.914795,0.0,0.0
13027,1.0,POINT (-73.923355 40.670174),40.670174,-73.923355,0.0,0.0
13028,1.0,POINT (-73.87065 40.670177),40.670177,-73.87065,0.0,0.0
13029,1.0,POINT (-73.90746 40.67018),40.67018,-73.90746,0.0,0.0
13030,1.0,POINT (-73.88596 40.670185),40.670185,-73.88596,0.0,0.0
13032,2.0,POINT (-73.91826999999998 40.67019000000001),40.67019000000001,-73.91826999999998,2.0,0.0
13034,1.0,POINT (-73.942116 40.670197),40.670197,-73.942116,0.0,0.0
13035,1.0,POINT (-73.923805 40.670197),40.670197,-73.923805,2.0,0.0
13036,1.0,POINT (-73.89251999999998 40.670208),40.670208,-73.89251999999998,0.0,0.0
13040,1.0,POINT (-73.986694 40.670223),40.670223,-73.986694,0.0,0.0
13042,1.0,POINT (-73.80455000000001 40.67023),40.67023,-73.80455,0.0,0.0
13044,1.0,POINT (-73.91184 40.670242),40.670242,-73.91184,2.0,0.0
13046,2.0,POINT (-73.9559 40.670254),40.670254,-73.9559,0.0,0.0
13047,5.0,POINT (-73.85728 40.670254),40.670254,-73.85728,0.0,0.0
13048,1.0,POINT (-73.820984 40.67027),40.67027,-73.820984,0.0,0.0
13049,1.0,POINT (-73.93655 40.670273),40.670273,-73.93655,2.0,0.0
13050,1.0,POINT (-73.91545000000001 40.670273),40.670273,-73.91545,2.0,0.0
13052,1.0,POINT (-73.89254 40.670284),40.670284,-73.89254,0.0,0.0
13053,1.0,POINT (-73.89061 40.670288),40.670288,-73.89061,0.0,0.0
13054,1.0,POINT (-73.83704 40.67029),40.67029,-73.83704,0.0,0.0
13056,1.0,POINT (-73.90655500000003 40.670296),40.670296,-73.90655500000003,0.0,0.0
13057,1.0,POINT (-73.97986 40.6703),40.6703,-73.97986,0.0,0.0
13058,1.0,POINT (-73.74696 40.6703),40.6703,-73.74696,0.0,0.0
13059,1.0,POINT (-73.94131999999998 40.670307),40.670307,-73.94131999999998,0.0,0.0
13060,1.0,POINT (-73.98689 40.670315),40.670315,-73.98689,0.0,0.0
13062,1.0,POINT (-73.906494 40.670326),40.670326,-73.906494,0.0,0.0
13072,1.0,POINT (-73.91186500000001 40.67034),40.67034,-73.911865,0.0,0.0
13073,2.0,POINT (-73.95643000000003 40.67034500000001),40.67034500000001,-73.95643000000003,2.0,0.0
13074,2.0,POINT (-73.96169999999999 40.67035),40.67035,-73.9617,0.0,0.0
13076,1.0,POINT (-73.94261999999998 40.67036),40.67036,-73.94261999999998,2.0,0.0
13079,2.0,POINT (-73.91186999999999 40.67038),40.67038,-73.91187,3.0,0.0
13080,1.0,POINT (-73.88974 40.67038),40.67038,-73.88974,2.0,0.0
13083,1.0,POINT (-73.79904000000001 40.670383),40.670383,-73.79904,0.0,0.0
13085,1.0,POINT (-73.98011 40.670403),40.670403,-73.98011,0.0,0.0
13086,1.0,POINT (-73.95676999999998 40.67041),40.67041,-73.95676999999998,2.0,0.0
13087,1.0,POINT (-73.91771 40.670414),40.670414,-73.91771,0.0,0.0
13088,1.0,POINT (-73.99187499999999 40.67043),40.67043,-73.991875,0.0,0.0
13091,1.0,POINT (-73.97315 40.670437),40.670437,-73.97315,0.0,0.0
13095,1.0,POINT (-73.95706 40.670467),40.670467,-73.95706,0.0,0.0
13097,1.0,POINT (-73.88256 40.67047),40.67047,-73.88256,0.0,0.0
13098,1.0,POINT (-73.99596 40.670475),40.670475,-73.99596,0.0,0.0
13099,1.0,POINT (-73.89258599999999 40.670475),40.670475,-73.892586,2.0,0.0
13104,1.0,POINT (-73.929146 40.67049),40.67049,-73.929146,0.0,0.0
13105,1.0,POINT (-73.88085 40.670494),40.670494,-73.88085,2.0,0.0
13109,1.0,POINT (-73.91190999999998 40.670513),40.670513,-73.91190999999998,0.0,0.0
13110,1.0,POINT (-73.90128 40.670517),40.670517,-73.90128,0.0,0.0
13111,3.0,POINT (-73.863106 40.670517),40.670517,-73.863106,2.0,0.0
13112,2.0,POINT (-73.99798 40.67052),40.67052,-73.99798,0.0,0.0
13113,1.0,POINT (-73.99512 40.67052),40.67052,-73.99512,0.0,0.0
13115,1.0,POINT (-73.99256 40.670525),40.670525,-73.99256,0.0,0.0
13117,1.0,POINT (-73.92989 40.670532),40.670532,-73.92989,0.0,0.0
13120,1.0,POINT (-73.97190999999999 40.670544),40.670544,-73.97191,0.0,0.0
13122,1.0,POINT (-73.9393 40.67055),40.67055,-73.9393,0.0,0.0
13123,1.0,POINT (-73.93027499999999 40.67055),40.67055,-73.930275,2.0,0.0
13126,1.0,POINT (-73.87416999999998 40.67056),40.67056,-73.87416999999998,0.0,0.0
13127,1.0,POINT (-73.95758000000002 40.67057),40.67057,-73.95758000000002,2.0,0.0
13128,1.0,POINT (-73.88176 40.67057),40.67057,-73.88176,0.0,0.0
13132,1.0,POINT (-73.88258 40.67058),40.67058,-73.88258,0.0,0.0
13136,1.0,POINT (-73.919815 40.670605),40.670605,-73.919815,0.0,0.0
13137,1.0,POINT (-73.90458000000002 40.670612),40.670612,-73.90458000000002,0.0,0.0
13139,1.0,POINT (-73.911934 40.670616),40.670616,-73.911934,0.0,0.0
13140,1.0,POINT (-73.80755600000001 40.67062),40.67062,-73.807556,0.0,0.0
13141,1.0,POINT (-73.92244000000002 40.670624),40.670624,-73.92244000000002,0.0,0.0
13144,1.0,POINT (-73.99502 40.670635),40.670635,-73.99502,0.0,0.0
13146,1.0,POINT (-73.87568 40.670643),40.670643,-73.87568,0.0,0.0
13147,1.0,POINT (-73.97846 40.67065),40.67065,-73.97846,0.0,0.0
13149,1.0,POINT (-73.93250999999999 40.67066),40.67066,-73.93251,0.0,0.0
13152,2.0,POINT (-73.80103000000003 40.670666),40.670666,-73.80103000000003,2.0,0.0
13153,1.0,POINT (-73.948875 40.67067),40.67067,-73.948875,0.0,0.0
13155,2.0,POINT (-73.80124000000001 40.67069),40.67069,-73.80124,2.0,0.0
13156,1.0,POINT (-73.87546999999998 40.670692),40.670692,-73.87546999999998,0.0,0.0
13157,1.0,POINT (-73.97896999999998 40.6707),40.6707,-73.97896999999998,0.0,0.0
13160,1.0,POINT (-73.89074000000002 40.67070800000001),40.67070800000001,-73.89074000000002,0.0,0.0
13162,1.0,POINT (-73.98949 40.67072),40.67072,-73.98949,0.0,0.0
13167,1.0,POINT (-73.875046 40.67075300000001),40.67075300000001,-73.875046,0.0,0.0
13169,1.0,POINT (-73.98083000000003 40.67077000000001),40.67077000000001,-73.98083000000003,0.0,0.0
13171,1.0,POINT (-73.918274 40.670776),40.670776,-73.918274,0.0,0.0
13173,1.0,POINT (-73.99664 40.670788),40.670788,-73.99664,0.0,0.0
13174,1.0,POINT (-73.93928000000002 40.670788),40.670788,-73.93928000000002,0.0,0.0
13176,1.0,POINT (-73.93461600000001 40.67079),40.67079,-73.934616,0.0,0.0
13178,2.0,POINT (-73.93497499999999 40.670795),40.670795,-73.934975,0.0,0.0
13179,1.0,POINT (-73.92816999999999 40.670795),40.670795,-73.92817,0.0,0.0
13180,1.0,POINT (-73.89171999999998 40.6708),40.6708,-73.89171999999998,0.0,0.0
13182,1.0,POINT (-73.93567 40.670834),40.670834,-73.93567,0.0,0.0
13189,1.0,POINT (-73.91994 40.670868),40.670868,-73.91994,0.0,0.0
13192,1.0,POINT (-73.98283000000001 40.67087),40.67087,-73.98283,0.0,0.0
13198,1.0,POINT (-73.93094000000001 40.670906),40.670906,-73.93094,0.0,0.0
13199,1.0,POINT (-73.88093600000001 40.670906),40.670906,-73.880936,0.0,0.0
13202,1.0,POINT (-73.80173499999999 40.670918),40.670918,-73.801735,0.0,0.0
13203,1.0,POINT (-73.84411999999998 40.670925),40.670925,-73.84411999999998,0.0,0.0
13204,2.0,POINT (-73.937546 40.67093300000001),40.67093300000001,-73.937546,0.0,0.0
13205,1.0,POINT (-73.89561500000001 40.67093300000001),40.67093300000001,-73.895615,0.0,0.0
13206,1.0,POINT (-73.88894999999999 40.67093300000001),40.67093300000001,-73.88895,0.0,0.0
13209,1.0,POINT (-73.97771 40.670948),40.670948,-73.97771,0.0,0.0
13210,1.0,POINT (-73.937836 40.670948),40.670948,-73.937836,0.0,0.0
13213,2.0,POINT (-73.86251999999998 40.67095),40.67095,-73.86251999999998,0.0,0.0
13214,1.0,POINT (-73.93767 40.670956),40.670956,-73.93767,2.0,0.0
13216,1.0,POINT (-73.89174 40.670956),40.670956,-73.89174,2.0,0.0
13217,1.0,POINT (-73.754875 40.67096),40.67096,-73.754875,0.0,0.0
13218,2.0,POINT (-73.959496 40.670963),40.670963,-73.959496,0.0,0.0
13219,1.0,POINT (-73.921486 40.670967),40.670967,-73.921486,2.0,0.0
13221,1.0,POINT (-73.89563000000003 40.67097),40.67097,-73.89563000000003,0.0,0.0
13223,1.0,POINT (-73.95453000000001 40.67098),40.67098,-73.95453,0.0,0.0
13225,1.0,POINT (-73.88095 40.67098),40.67098,-73.88095,0.0,0.0
13228,2.0,POINT (-73.91630000000001 40.670998),40.670998,-73.9163,2.0,0.0
13229,1.0,POINT (-73.90184000000001 40.670998),40.670998,-73.90184,0.0,0.0
13231,1.0,POINT (-73.86604 40.671005),40.671005,-73.86604,0.0,0.0
13233,1.0,POINT (-73.97615 40.67102),40.67102,-73.97615,0.0,0.0
13238,1.0,POINT (-73.95981 40.671043),40.671043,-73.95981,0.0,0.0
13239,1.0,POINT (-73.98815999999999 40.671047),40.671047,-73.98816,0.0,0.0
13240,1.0,POINT (-73.98669 40.671047),40.671047,-73.98669,0.0,0.0
13243,1.0,POINT (-73.85845 40.671062),40.671062,-73.85845,0.0,0.0
13244,1.0,POINT (-73.73112500000001 40.671062),40.671062,-73.731125,0.0,0.0
13245,1.0,POINT (-73.916084 40.671066),40.671066,-73.916084,0.0,0.0
13248,1.0,POINT (-73.93992 40.671078),40.671078,-73.93992,2.0,0.0
13251,11.0,POINT (-73.73627500000001 40.671085),40.671085,-73.736275,10.0,0.0
13252,1.0,POINT (-73.96015 40.671097),40.671097,-73.96015,0.0,0.0
13254,1.0,POINT (-73.92424 40.6711),40.6711,-73.92424,0.0,0.0
13257,1.0,POINT (-73.91595 40.67112),40.67112,-73.91595,0.0,0.0
13258,2.0,POINT (-73.91350600000001 40.67112),40.67112,-73.91350600000001,0.0,0.0
13259,1.0,POINT (-73.885284 40.67112),40.67112,-73.885284,0.0,0.0
13261,1.0,POINT (-73.87909999999999 40.671127),40.671127,-73.8791,0.0,0.0
13264,1.0,POINT (-73.81366 40.671143),40.671143,-73.81366,0.0,0.0
13265,2.0,POINT (-73.96030999999998 40.671146),40.671146,-73.96030999999998,0.0,0.0
13266,1.0,POINT (-73.94481 40.671154),40.671154,-73.94481,0.0,0.0
13267,2.0,POINT (-73.917 40.67116),40.67116,-73.917,4.0,0.0
13268,2.0,POINT (-73.89567599999999 40.671165),40.671165,-73.895676,0.0,0.0
13271,2.0,POINT (-73.96934 40.67118),40.67118,-73.96934,4.0,0.0
13274,10.0,POINT (-73.84295999999998 40.671196),40.671196,-73.84295999999998,4.0,0.0
13278,1.0,POINT (-73.7895 40.67121),40.67121,-73.7895,0.0,0.0
13280,1.0,POINT (-73.900375 40.67123),40.67123,-73.900375,0.0,0.0
13281,1.0,POINT (-73.81581 40.67123400000001),40.67123400000001,-73.81581,0.0,0.0
13282,1.0,POINT (-73.911125 40.67124),40.67124,-73.911125,0.0,0.0
13283,1.0,POINT (-73.88011 40.671253),40.671253,-73.88011,0.0,0.0
13286,1.0,POINT (-73.90894 40.67126),40.67126,-73.90894,2.0,0.0
13287,1.0,POINT (-73.88621500000001 40.67126),40.67126,-73.886215,0.0,0.0
13289,1.0,POINT (-73.943726 40.671272),40.671272,-73.943726,2.0,0.0
13290,1.0,POINT (-73.76546999999999 40.671272),40.671272,-73.76547,0.0,0.0
13291,2.0,POINT (-73.94358000000003 40.67128),40.67128,-73.94358000000003,0.0,0.0
13293,1.0,POINT (-73.90436 40.671307),40.671307,-73.90436,0.0,0.0
13298,1.0,POINT (-73.87535 40.67132),40.67132,-73.87535,0.0,0.0
13306,1.0,POINT (-73.97127500000001 40.671345),40.671345,-73.971275,0.0,0.0
13308,1.0,POINT (-73.87918000000001 40.67135),40.67135,-73.87918,0.0,0.0
13310,1.0,POINT (-73.88181999999998 40.671352),40.671352,-73.88181999999998,0.0,0.0
13311,1.0,POINT (-73.89572 40.671356),40.671356,-73.89572,0.0,0.0
13312,1.0,POINT (-73.91974999999999 40.671364),40.671364,-73.91975,0.0,0.0
13313,1.0,POINT (-73.87080999999998 40.671364),40.671364,-73.87080999999998,0.0,0.0
13314,1.0,POINT (-73.81675 40.671368),40.671368,-73.81675,0.0,0.0
13315,1.0,POINT (-73.89945 40.67137),40.67137,-73.89945,0.0,0.0
13318,1.0,POINT (-73.87438 40.671383),40.671383,-73.87438,2.0,0.0
13319,1.0,POINT (-73.79924 40.671387),40.671387,-73.79924,0.0,0.0
13320,1.0,POINT (-73.92952 40.67139),40.67139,-73.92952,0.0,0.0
13322,1.0,POINT (-73.92946999999999 40.671402),40.671402,-73.92947,0.0,0.0
13324,1.0,POINT (-73.81671 40.671417),40.671417,-73.81671,0.0,0.0
13325,1.0,POINT (-73.81673000000001 40.67142),40.67142,-73.81673,0.0,0.0
13326,1.0,POINT (-73.74656 40.671436),40.671436,-73.74656,0.0,0.0
13330,1.0,POINT (-73.97119000000001 40.67145),40.67145,-73.97119,0.0,0.0
13333,1.0,POINT (-73.97707 40.671467),40.671467,-73.97707,0.0,0.0
13334,1.0,POINT (-73.91695 40.67147),40.67147,-73.91695,0.0,0.0
13335,4.0,POINT (-73.89576 40.67147),40.67147,-73.89576,0.0,0.0
13338,1.0,POINT (-73.81548000000002 40.671474),40.671474,-73.81548000000002,0.0,0.0
13339,1.0,POINT (-73.97775 40.67148),40.67148,-73.97775,0.0,0.0
13341,1.0,POINT (-73.86334000000002 40.67148),40.67148,-73.86334000000002,0.0,0.0
13344,3.0,POINT (-73.91504999999999 40.6715),40.6715,-73.91505,0.0,0.0
13347,1.0,POINT (-73.75603000000002 40.671516),40.671516,-73.75603000000002,0.0,0.0
13350,1.0,POINT (-73.87442 40.67153),40.67153,-73.87442,2.0,0.0
13353,1.0,POINT (-73.948746 40.671543),40.671543,-73.948746,2.0,0.0
13354,1.0,POINT (-73.91563000000002 40.671543),40.671543,-73.91563000000002,0.0,0.0
13355,1.0,POINT (-73.91572600000001 40.671547),40.671547,-73.915726,0.0,0.0
13356,1.0,POINT (-73.89094 40.671547),40.671547,-73.89094,0.0,0.0
13358,1.0,POINT (-73.91587 40.671555),40.671555,-73.91587,0.0,0.0
13359,1.0,POINT (-73.79214 40.67156),40.67156,-73.79214,2.0,0.0
13360,1.0,POINT (-73.89189 40.671562),40.671562,-73.89189,0.0,0.0
13361,2.0,POINT (-73.88037 40.671562),40.671562,-73.88037,0.0,0.0
13362,1.0,POINT (-73.87443 40.671566),40.671566,-73.87443,2.0,0.0
13366,10.0,POINT (-73.99843 40.671585),40.671585,-73.99843,6.0,0.0
13372,1.0,POINT (-73.94978 40.671616),40.671616,-73.94978,0.0,0.0
13379,2.0,POINT (-73.74209999999999 40.67165),40.67165,-73.7421,4.0,0.0
13381,1.0,POINT (-73.89751 40.67166),40.67166,-73.89751,0.0,0.0
