,accidents,geometry,latitude,longitude,total_injured,total_killed
876,1.0,POINT (-73.96404 40.57706),40.57706,-73.96404,0.0,0.0
877,1.0,POINT (-73.96229599999999 40.57707),40.57707,-73.962296,0.0,0.0
878,1.0,POINT (-74.11089 40.577084),40.577084,-74.11089,0.0,0.0
879,1.0,POINT (-73.96518 40.577087),40.577087,-73.96518,0.0,0.0
881,1.0,POINT (-74.00063 40.57718300000001),40.57718300000001,-74.00063,2.0,0.0
882,1.0,POINT (-73.961365 40.57719),40.57719,-73.961365,0.0,0.0
887,1.0,POINT (-73.96300000000002 40.577263),40.577263,-73.96300000000002,0.0,0.0
888,1.0,POINT (-73.96302 40.57728),40.57728,-73.96302,0.0,0.0
890,1.0,POINT (-73.95405 40.57733),40.57733,-73.95405,2.0,0.0
891,1.0,POINT (-73.99142500000001 40.57736),40.57736,-73.991425,0.0,0.0
892,1.0,POINT (-73.98491 40.57737),40.57737,-73.98491,0.0,0.0
893,1.0,POINT (-73.93916 40.57738),40.57738,-73.93916,0.0,0.0
894,1.0,POINT (-73.97644 40.577385),40.577385,-73.97644,0.0,0.0
897,1.0,POINT (-73.97644 40.577442),40.577442,-73.97644,0.0,0.0
898,1.0,POINT (-73.962234 40.57745),40.57745,-73.962234,0.0,0.0
899,1.0,POINT (-73.96214999999999 40.57745),40.57745,-73.96215,0.0,0.0
900,1.0,POINT (-73.96213 40.577454),40.577454,-73.96213,2.0,0.0
901,1.0,POINT (-74.16143000000002 40.577473),40.577473,-74.16143000000002,0.0,0.0
902,5.0,POINT (-73.96828499999999 40.577477),40.577477,-73.968285,0.0,0.0
903,1.0,POINT (-73.99036 40.57748),40.57748,-73.99036,0.0,0.0
904,1.0,POINT (-73.855774 40.57748),40.57748,-73.855774,0.0,0.0
905,1.0,POINT (-73.95961 40.57748400000001),40.57748400000001,-73.95961,2.0,0.0
906,1.0,POINT (-73.95959499999999 40.577503),40.577503,-73.959595,0.0,0.0
907,1.0,POINT (-73.9936 40.577526),40.577526,-73.9936,0.0,0.0
912,1.0,POINT (-73.99038 40.57758),40.57758,-73.99038,0.0,0.0
915,1.0,POINT (-73.96630999999999 40.57761),40.57761,-73.96631,0.0,0.0
916,1.0,POINT (-73.84192 40.57761),40.57761,-73.84192,0.0,0.0
917,1.0,POINT (-73.95302599999999 40.577614),40.577614,-73.953026,0.0,0.0
918,1.0,POINT (-74.10264000000002 40.577625),40.577625,-74.10264000000002,2.0,0.0
920,1.0,POINT (-73.96124 40.577644),40.577644,-73.96124,0.0,0.0
921,1.0,POINT (-73.990364 40.57765),40.57765,-73.990364,0.0,0.0
922,1.0,POINT (-73.85786 40.577656),40.577656,-73.85786,0.0,0.0
923,1.0,POINT (-74.166115 40.577686),40.577686,-74.166115,2.0,0.0
925,1.0,POINT (-73.98605999999999 40.577717),40.577717,-73.98606,0.0,0.0
926,1.0,POINT (-73.96823000000001 40.577717),40.577717,-73.96823,0.0,0.0
927,1.0,POINT (-73.84929 40.577736),40.577736,-73.84929,0.0,0.0
928,1.0,POINT (-74.010864 40.577744),40.577744,-74.010864,0.0,0.0
932,1.0,POINT (-73.83908000000002 40.57781),40.57781,-73.83908000000002,0.0,0.0
934,1.0,POINT (-73.96043399999998 40.57784),40.57784,-73.96043399999998,0.0,0.0
936,1.0,POINT (-73.97636999999997 40.577934),40.577934,-73.97636999999997,0.0,0.0
937,1.0,POINT (-73.961586 40.577938),40.577938,-73.961586,0.0,0.0
939,1.0,POINT (-73.98172 40.57795),40.57795,-73.98172,2.0,0.0
940,1.0,POINT (-74.095276 40.57796),40.57796,-74.095276,0.0,0.0
941,1.0,POINT (-73.994 40.57796),40.57796,-73.994,0.0,0.0
942,1.0,POINT (-73.9872 40.57799),40.57799,-73.9872,0.0,0.0
945,1.0,POINT (-74.00583 40.578),40.578,-74.00583,2.0,0.0
946,1.0,POINT (-73.95950999999999 40.578014),40.578014,-73.95951,0.0,0.0
949,1.0,POINT (-74.11717 40.578053),40.578053,-74.11717,2.0,0.0
950,1.0,POINT (-73.98721 40.578056),40.578056,-73.98721,0.0,0.0
951,1.0,POINT (-73.96263 40.57808),40.57808,-73.96263,0.0,0.0
952,2.0,POINT (-73.992836 40.578087),40.578087,-73.992836,2.0,0.0
954,1.0,POINT (-74.1063 40.57811),40.57811,-74.1063,0.0,0.0
955,1.0,POINT (-73.96460999999999 40.57811),40.57811,-73.96461,0.0,0.0
957,4.0,POINT (-73.95902 40.57812),40.57812,-73.95902,2.0,0.0
958,1.0,POINT (-74.16285999999999 40.57813),40.57813,-74.16286,0.0,0.0
960,1.0,POINT (-73.98175999999999 40.57814000000001),40.57814000000001,-73.98176,0.0,0.0
961,1.0,POINT (-73.96167 40.578144),40.578144,-73.96167,0.0,0.0
962,2.0,POINT (-73.954185 40.578156),40.578156,-73.954185,0.0,0.0
963,1.0,POINT (-73.95738 40.57816),40.57816,-73.95738,2.0,0.0
964,1.0,POINT (-73.99204 40.578194),40.578194,-73.99204,2.0,0.0
966,1.0,POINT (-73.84424 40.57822),40.57822,-73.84424,2.0,0.0
968,1.0,POINT (-73.96366 40.578255),40.578255,-73.96366,0.0,0.0
970,1.0,POINT (-73.95795 40.578285),40.578285,-73.95795,2.0,0.0
971,1.0,POINT (-73.95567 40.578285),40.578285,-73.95567,0.0,0.0
972,1.0,POINT (-73.95801999999998 40.57829),40.57829,-73.95801999999998,0.0,0.0
973,3.0,POINT (-73.96808 40.578312),40.578312,-73.96808,6.0,0.0
974,1.0,POINT (-73.84936999999999 40.578312),40.578312,-73.84937,0.0,0.0
976,1.0,POINT (-73.97633 40.57836),40.57836,-73.97633,0.0,0.0
979,1.0,POINT (-73.95318 40.578434),40.578434,-73.95318,0.0,0.0
980,1.0,POINT (-73.98971 40.57844),40.57844,-73.98971,0.0,0.0
981,2.0,POINT (-74.00027 40.578465),40.578465,-74.00027,2.0,0.0
982,1.0,POINT (-73.93553 40.578472),40.578472,-73.93553,0.0,0.0
984,1.0,POINT (-73.959694 40.578487),40.578487,-73.959694,0.0,0.0
985,3.0,POINT (-74.169556 40.578537),40.578537,-74.169556,0.0,0.0
987,1.0,POINT (-73.97960999999999 40.57854),40.57854,-73.97961,0.0,0.0
989,1.0,POINT (-73.98299399999998 40.578583),40.578583,-73.98299399999998,2.0,0.0
992,1.0,POINT (-73.97960999999999 40.578613),40.578613,-73.97961,0.0,0.0
993,1.0,POINT (-73.983 40.578617),40.578617,-73.983,0.0,0.0
996,1.0,POINT (-73.95325 40.578663),40.578663,-73.95325,0.0,0.0
997,1.0,POINT (-74.00595 40.578682),40.578682,-74.00595,0.0,0.0
998,1.0,POINT (-73.9875 40.57869),40.57869,-73.9875,0.0,0.0
999,3.0,POINT (-74.00031 40.578735),40.578735,-74.00031,0.0,0.0
1000,1.0,POINT (-73.94084000000002 40.578754),40.578754,-73.94084000000002,0.0,0.0
1001,1.0,POINT (-74.0003 40.578762),40.578762,-74.0003,2.0,0.0
1003,1.0,POINT (-73.98645 40.578796),40.578796,-73.98645,0.0,0.0
1004,1.0,POINT (-73.960976 40.5788),40.5788,-73.960976,0.0,0.0
1005,1.0,POINT (-73.959694 40.5788),40.5788,-73.959694,0.0,0.0
1007,1.0,POINT (-74.00477600000001 40.578823),40.578823,-74.004776,0.0,0.0
1008,1.0,POINT (-73.958534 40.578823),40.578823,-73.958534,0.0,0.0
1009,1.0,POINT (-73.958496 40.578846),40.578846,-73.958496,2.0,0.0
1010,1.0,POINT (-73.97215 40.57885),40.57885,-73.97215,2.0,0.0
1011,1.0,POINT (-74.16952499999999 40.578854),40.578854,-74.169525,0.0,0.0
1012,1.0,POINT (-73.96796399999999 40.578857),40.578857,-73.967964,0.0,0.0
1013,1.0,POINT (-73.95526 40.57886),40.57886,-73.95526,0.0,0.0
1014,1.0,POINT (-73.95633000000002 40.578876),40.578876,-73.95633000000002,0.0,0.0
1016,1.0,POINT (-74.00032 40.5789),40.5789,-74.00032,2.0,0.0
1019,2.0,POINT (-73.98541999999998 40.578922),40.578922,-73.98541999999998,0.0,0.0
1021,1.0,POINT (-73.98499 40.57895300000001),40.57895300000001,-73.98499,0.0,0.0
1022,1.0,POINT (-74.10132 40.578957),40.578957,-74.10132,0.0,0.0
1023,2.0,POINT (-74.08450999999999 40.578983),40.578983,-74.08451,0.0,0.0
1025,1.0,POINT (-73.95433 40.579002),40.579002,-73.95433,2.0,0.0
1026,1.0,POINT (-73.98445 40.57901),40.57901,-73.98445,0.0,0.0
1027,1.0,POINT (-74.00241 40.579025),40.579025,-74.00241,0.0,0.0
1028,1.0,POINT (-73.98440600000001 40.579033),40.579033,-73.984406,0.0,0.0
1029,1.0,POINT (-73.95431500000002 40.579037),40.579037,-73.95431500000002,0.0,0.0
1032,1.0,POINT (-73.99818399999999 40.579086),40.579086,-73.998184,0.0,0.0
1033,1.0,POINT (-74.00036 40.579113),40.579113,-74.00036,0.0,0.0
1040,1.0,POINT (-73.83379000000002 40.579197),40.579197,-73.83379000000002,0.0,0.0
1041,1.0,POINT (-73.839066 40.579205),40.579205,-73.839066,2.0,0.0
1044,1.0,POINT (-74.16916999999999 40.579247),40.579247,-74.16917,0.0,0.0
1046,1.0,POINT (-73.96653000000001 40.57931),40.57931,-73.96653,0.0,0.0
1047,1.0,POINT (-73.98061 40.57934),40.57934,-73.98061,0.0,0.0
1048,1.0,POINT (-73.9806 40.57934),40.57934,-73.9806,2.0,0.0
1054,1.0,POINT (-73.96273000000002 40.57945),40.57945,-73.96273000000002,2.0,0.0
1056,1.0,POINT (-73.95693 40.579487),40.579487,-73.95693,0.0,0.0
1058,1.0,POINT (-74.000435 40.579517),40.579517,-74.000435,0.0,0.0
1060,1.0,POINT (-73.84106 40.579525),40.579525,-73.84106,0.0,0.0
1062,1.0,POINT (-73.88921999999999 40.579582),40.579582,-73.88922,0.0,0.0
1064,1.0,POINT (-73.98545 40.579613),40.579613,-73.98545,2.0,0.0
1065,1.0,POINT (-73.96514999999999 40.579666),40.579666,-73.96515,0.0,0.0
1066,1.0,POINT (-73.98548000000002 40.579678),40.579678,-73.98548000000002,0.0,0.0
1068,2.0,POINT (-73.85411999999999 40.579685),40.579685,-73.85412,0.0,0.0
1070,1.0,POINT (-73.98549 40.579716),40.579716,-73.98549,0.0,0.0
1071,1.0,POINT (-74.10934 40.579735),40.579735,-74.10934,0.0,0.0
1072,1.0,POINT (-74.15396 40.57974),40.57974,-74.15396,0.0,0.0
1073,1.0,POINT (-73.954475 40.579754),40.579754,-73.954475,0.0,0.0
1079,1.0,POINT (-73.94845600000002 40.579815),40.579815,-73.94845600000002,0.0,0.0
1080,1.0,POINT (-73.84223 40.579815),40.579815,-73.84223,0.0,0.0
1081,1.0,POINT (-74.099144 40.579826),40.579826,-74.099144,0.0,0.0
1083,1.0,POINT (-73.94199 40.57983400000001),40.57983400000001,-73.94199,0.0,0.0
1084,1.0,POINT (-73.83418 40.579845),40.579845,-73.83418,2.0,0.0
1085,1.0,POINT (-73.97255 40.579857),40.579857,-73.97255,2.0,0.0
1086,1.0,POINT (-73.97306999999998 40.57987),40.57987,-73.97306999999998,0.0,0.0
1088,2.0,POINT (-73.9729 40.579876),40.579876,-73.9729,2.0,0.0
1089,1.0,POINT (-73.97519 40.579914),40.579914,-73.97519,0.0,0.0
1090,1.0,POINT (-73.9751 40.57992),40.57992,-73.9751,2.0,0.0
1091,1.0,POINT (-73.98550999999998 40.579926),40.579926,-73.98550999999998,2.0,0.0
1093,1.0,POINT (-73.970314 40.579994),40.579994,-73.970314,0.0,0.0
1095,1.0,POINT (-73.85035999999999 40.58004),40.58004,-73.85036,0.0,0.0
1096,1.0,POINT (-73.967674 40.580048),40.580048,-73.967674,0.0,0.0
1097,1.0,POINT (-73.96992 40.580067),40.580067,-73.96992,2.0,0.0
1098,1.0,POINT (-73.98554 40.58008),40.58008,-73.98554,2.0,0.0
1099,1.0,POINT (-73.96969 40.58008),40.58008,-73.96969,0.0,0.0
1101,1.0,POINT (-73.83738000000002 40.580135),40.580135,-73.83738000000002,0.0,0.0
1102,1.0,POINT (-73.9693 40.580147),40.580147,-73.9693,2.0,0.0
1103,1.0,POINT (-73.82885999999998 40.58017),40.58017,-73.82885999999998,2.0,0.0
1104,1.0,POINT (-73.98558 40.580193),40.580193,-73.98558,2.0,0.0
1105,1.0,POINT (-73.83744 40.5802),40.5802,-73.83744,0.0,0.0
1107,2.0,POINT (-73.96146400000001 40.580215),40.580215,-73.961464,0.0,0.0
1109,1.0,POINT (-73.98213 40.580227),40.580227,-73.98213,0.0,0.0
1110,1.0,POINT (-73.98215500000001 40.58025),40.58025,-73.982155,0.0,0.0
1111,1.0,POINT (-73.96632 40.580254),40.580254,-73.96632,0.0,0.0
1112,1.0,POINT (-73.835655 40.58026),40.58026,-73.835655,0.0,0.0
1113,1.0,POINT (-73.9833 40.580307),40.580307,-73.9833,2.0,0.0
1116,1.0,POINT (-73.83247 40.580315),40.580315,-73.83247,2.0,0.0
1119,1.0,POINT (-73.82810000000001 40.58038300000001),40.58038300000001,-73.8281,0.0,0.0
1120,1.0,POINT (-74.007164 40.580387),40.580387,-74.007164,0.0,0.0
1121,1.0,POINT (-73.97611999999999 40.58039),40.58039,-73.97612,0.0,0.0
1122,1.0,POINT (-73.966286 40.58039),40.58039,-73.966286,0.0,0.0
1123,1.0,POINT (-73.982185 40.580402),40.580402,-73.982185,0.0,0.0
1124,1.0,POINT (-73.96155 40.580437),40.580437,-73.96155,0.0,0.0
1125,1.0,POINT (-74.16123 40.58045),40.58045,-74.16123,0.0,0.0
1126,1.0,POINT (-74.09735000000001 40.58048),40.58048,-74.09735,0.0,0.0
1128,1.0,POINT (-73.96692 40.5805),40.5805,-73.96692,2.0,0.0
1129,1.0,POINT (-73.95071 40.58052),40.58052,-73.95071,0.0,0.0
1130,1.0,POINT (-74.097435 40.58053),40.58053,-74.097435,0.0,0.0
1131,1.0,POINT (-73.966736 40.580536),40.580536,-73.966736,2.0,0.0
1133,1.0,POINT (-73.83766 40.580574),40.580574,-73.83766,0.0,0.0
1134,1.0,POINT (-73.96649000000002 40.580585),40.580585,-73.96649000000002,0.0,0.0
1135,1.0,POINT (-73.9498 40.580593),40.580593,-73.9498,0.0,0.0
1136,1.0,POINT (-73.98447400000001 40.580605),40.580605,-73.984474,0.0,0.0
1137,1.0,POINT (-73.83023 40.580605),40.580605,-73.83023,0.0,0.0
1140,1.0,POINT (-73.83026 40.580654),40.580654,-73.83026,2.0,0.0
1142,1.0,POINT (-73.97604 40.58066),40.58066,-73.97604,0.0,0.0
1143,1.0,POINT (-73.98447 40.58067),40.58067,-73.98447,0.0,0.0
1144,1.0,POINT (-73.97156 40.580673),40.580673,-73.97156,0.0,0.0
1145,1.0,POINT (-73.95612 40.580677),40.580677,-73.95612,0.0,0.0
1146,1.0,POINT (-74.19253 40.5807),40.5807,-74.19253,0.0,0.0
1149,1.0,POINT (-73.98340999999998 40.580784),40.580784,-73.98340999999998,0.0,0.0
1151,1.0,POINT (-73.96361999999998 40.580795),40.580795,-73.96361999999998,0.0,0.0
1156,1.0,POINT (-73.95985999999998 40.580925),40.580925,-73.95985999999998,0.0,0.0
1157,1.0,POINT (-73.98344399999998 40.580944),40.580944,-73.98344399999998,0.0,0.0
1158,1.0,POINT (-73.98567 40.58095),40.58095,-73.98567,0.0,0.0
1159,1.0,POINT (-73.98227 40.58095),40.58095,-73.98227,0.0,0.0
1162,1.0,POINT (-73.84292600000001 40.581028),40.581028,-73.842926,0.0,0.0
1164,1.0,POINT (-73.95687 40.581123),40.581123,-73.95687,0.0,0.0
1165,1.0,POINT (-73.98233 40.581146),40.581146,-73.98233,2.0,0.0
1167,1.0,POINT (-73.95491 40.58115),40.58115,-73.95491,0.0,0.0
1170,1.0,POINT (-74.16119999999999 40.581184),40.581184,-74.1612,0.0,0.0
1171,1.0,POINT (-73.94493 40.581184),40.581184,-73.94493,0.0,0.0
1173,1.0,POINT (-73.96743000000002 40.581203),40.581203,-73.96743000000002,0.0,0.0
1174,1.0,POINT (-73.83216999999998 40.58121),40.58121,-73.83216999999998,2.0,0.0
1176,1.0,POINT (-73.9674 40.581238),40.581238,-73.9674,0.0,0.0
1180,3.0,POINT (-73.82484000000002 40.581264),40.581264,-73.82484000000002,0.0,0.0
1181,1.0,POINT (-73.95274000000001 40.58128),40.58128,-73.95274,0.0,0.0
1183,2.0,POINT (-73.82526 40.581455),40.581455,-73.82526,0.0,0.0
1184,1.0,POINT (-73.96578000000002 40.58149),40.58149,-73.96578000000002,0.0,0.0
1185,1.0,POINT (-73.82955 40.581493),40.581493,-73.82955,0.0,0.0
1193,1.0,POINT (-73.96181 40.581554),40.581554,-73.96181,2.0,0.0
1194,1.0,POINT (-74.07531999999998 40.581566),40.581566,-74.07531999999998,2.0,0.0
1198,1.0,POINT (-73.96134000000001 40.58167),40.58167,-73.96134,0.0,0.0
1203,1.0,POINT (-73.83846 40.58175),40.58175,-73.83846,0.0,0.0
1204,2.0,POINT (-73.98241999999998 40.58175300000001),40.581753000000006,-73.98241999999998,2.0,0.0
1205,1.0,POINT (-73.83847 40.581764),40.581764,-73.83847,0.0,0.0
1208,1.0,POINT (-73.97538 40.581787),40.581787,-73.97538,0.0,0.0
1211,2.0,POINT (-73.967285 40.581802),40.581802,-73.967285,0.0,0.0
1217,1.0,POINT (-73.95625 40.582016),40.582016,-73.95625,0.0,0.0
1221,1.0,POINT (-73.9594 40.582085),40.582085,-73.9594,0.0,0.0
1222,2.0,POINT (-73.955185 40.58209),40.58209,-73.955185,2.0,0.0
1224,1.0,POINT (-73.837135 40.58210800000001),40.58210800000001,-73.837135,0.0,0.0
1227,1.0,POINT (-74.09273 40.58223),40.58223,-74.09273,0.0,0.0
1229,7.0,POINT (-74.16906999999998 40.582287),40.582287,-74.16906999999998,2.0,0.0
1230,1.0,POINT (-73.962975 40.582287),40.582287,-73.962975,0.0,0.0
1231,1.0,POINT (-73.95399499999998 40.582306),40.582306,-73.95399499999998,0.0,0.0
1232,2.0,POINT (-73.82848 40.582314),40.582314,-73.82848,0.0,0.0
1233,2.0,POINT (-73.83643000000002 40.582333),40.582333,-73.83643000000002,0.0,0.0
1234,2.0,POINT (-73.9837 40.582382),40.582382,-73.9837,0.0,0.0
1235,1.0,POINT (-73.82824000000002 40.58239),40.58239,-73.82824000000002,3.0,0.0
1236,1.0,POINT (-73.98619000000002 40.58241),40.58241,-73.98619000000002,0.0,0.0
1237,1.0,POINT (-73.96425000000001 40.582413),40.582413,-73.96425,0.0,0.0
1238,1.0,POINT (-73.95761999999998 40.582447),40.582447,-73.95761999999998,0.0,0.0
1239,1.0,POINT (-73.82799 40.582462),40.582462,-73.82799,2.0,0.0
1240,1.0,POINT (-73.95756999999998 40.582474),40.582474,-73.95756999999998,0.0,0.0
1241,1.0,POINT (-73.97315 40.582497),40.582497,-73.97315,0.0,0.0
1244,2.0,POINT (-73.97867600000002 40.582638),40.582638,-73.97867600000002,0.0,0.0
1245,1.0,POINT (-73.98626 40.58265),40.58265,-73.98626,0.0,0.0
1247,1.0,POINT (-73.97671 40.582687),40.582687,-73.97671,2.0,0.0
1251,3.0,POINT (-73.97494 40.58273),40.58273,-73.97494,6.0,0.0
1252,1.0,POINT (-73.96704 40.58273300000001),40.58273300000001,-73.96704,0.0,0.0
1253,1.0,POINT (-73.961235 40.58273300000001),40.58273300000001,-73.961235,0.0,0.0
1254,3.0,POINT (-73.98633000000002 40.582752),40.582752,-73.98633000000002,4.0,0.0
1256,4.0,POINT (-73.83503 40.582767),40.582767,-73.83503,0.0,0.0
1257,1.0,POINT (-73.960014 40.582775),40.582775,-73.960014,0.0,0.0
1258,1.0,POINT (-73.83505 40.58278),40.58278,-73.83505,0.0,0.0
1259,1.0,POINT (-73.963066 40.5828),40.5828,-73.963066,2.0,0.0
1261,1.0,POINT (-73.98729 40.58285),40.58285,-73.98729,0.0,0.0
1262,3.0,POINT (-73.97485 40.582863),40.582863,-73.97485,4.0,0.0
1263,1.0,POINT (-73.95547500000001 40.582863),40.582863,-73.955475,2.0,0.0
1264,2.0,POINT (-73.98053 40.582874),40.582874,-73.98053,0.0,0.0
1265,1.0,POINT (-73.95528399999998 40.582886),40.582886,-73.95528399999998,0.0,0.0
1266,1.0,POINT (-73.95862 40.58289),40.58289,-73.95862,0.0,0.0
1267,1.0,POINT (-73.95531 40.5829),40.5829,-73.95531,2.0,0.0
1268,2.0,POINT (-73.97458 40.582912),40.582912,-73.97458,0.0,0.0
1269,1.0,POINT (-73.95791 40.582954),40.582954,-73.95791,0.0,0.0
1271,5.0,POINT (-73.98042 40.582977),40.582977,-73.98042,4.0,0.0
1272,1.0,POINT (-73.95480000000001 40.583),40.583,-73.9548,0.0,0.0
1274,1.0,POINT (-74.15527 40.58302),40.58302,-74.15527,0.0,0.0
1278,7.0,POINT (-73.973114 40.583057),40.583057,-73.973114,0.0,0.0
1279,1.0,POINT (-73.96294 40.583073),40.583073,-73.96294,0.0,0.0
1281,1.0,POINT (-73.98636999999999 40.58309000000001),40.58309000000001,-73.98637,0.0,0.0
1284,6.0,POINT (-73.97304 40.5832),40.5832,-73.97304,2.0,0.0
1285,1.0,POINT (-73.96196999999999 40.583202),40.583202,-73.96197,0.0,0.0
1288,1.0,POINT (-73.982254 40.583275),40.583275,-73.982254,2.0,0.0
1291,1.0,POINT (-73.95201999999998 40.58331),40.58331,-73.95201999999998,2.0,0.0
1293,2.0,POINT (-73.98645 40.583385),40.583385,-73.98645,0.0,0.0
1295,1.0,POINT (-74.09313 40.583393),40.583393,-74.09313,0.0,0.0
1296,1.0,POINT (-73.98648 40.58342),40.58342,-73.98648,0.0,0.0
1301,1.0,POINT (-73.95019000000001 40.58348),40.58348,-73.95019,0.0,0.0
1302,5.0,POINT (-73.9601 40.583485),40.583485,-73.9601,2.0,0.0
1304,2.0,POINT (-73.95744999999999 40.583504),40.583504,-73.95745,0.0,0.0
1305,1.0,POINT (-73.82188000000002 40.583508),40.583508,-73.82188000000002,0.0,0.0
1306,1.0,POINT (-74.09554 40.58353),40.58353,-74.09554,0.0,0.0
1307,1.0,POINT (-73.98777 40.58353),40.58353,-73.98777,0.0,0.0
1308,2.0,POINT (-73.971214 40.58353),40.58353,-73.971214,2.0,0.0
1309,14.0,POINT (-73.984184 40.583534),40.583534,-73.984184,6.0,0.0
1311,13.0,POINT (-73.98406999999997 40.583626),40.583626,-73.98406999999997,10.0,0.0
1315,1.0,POINT (-73.81612 40.583664),40.583664,-73.81612,0.0,0.0
1319,4.0,POINT (-73.94808 40.58369),40.58369,-73.94808,4.0,0.0
1320,2.0,POINT (-73.92156999999997 40.58369),40.58369,-73.92156999999997,0.0,0.0
1322,1.0,POINT (-73.81704999999999 40.5837),40.5837,-73.81705,0.0,0.0
1324,1.0,POINT (-73.96946 40.583702),40.583702,-73.96946,0.0,0.0
1325,1.0,POINT (-73.94584 40.583717),40.583717,-73.94584,2.0,0.0
1326,10.0,POINT (-73.89372 40.583725),40.583725,-73.89372,6.0,0.0
1327,2.0,POINT (-73.91969 40.583733),40.583733,-73.91969,2.0,0.0
1328,1.0,POINT (-74.15096 40.583755),40.583755,-74.15096,0.0,0.0
1329,1.0,POINT (-73.96325 40.583775),40.583775,-73.96325,0.0,0.0
1331,2.0,POINT (-73.941315 40.583797),40.583797,-73.941315,0.0,0.0
1332,2.0,POINT (-73.96938 40.58381),40.58381,-73.96938,2.0,0.0
1333,2.0,POINT (-74.16879 40.58382),40.58382,-74.16879,0.0,0.0
1335,1.0,POINT (-73.94059 40.583847),40.583847,-73.94059,0.0,0.0
1340,1.0,POINT (-73.8935 40.58387800000001),40.58387800000001,-73.8935,0.0,0.0
1341,3.0,POINT (-74.16878 40.58388),40.58388,-74.16878,2.0,0.0
1342,1.0,POINT (-73.93918599999998 40.58388),40.58388,-73.93918599999998,2.0,0.0
1344,1.0,POINT (-73.93859 40.58391),40.58391,-73.93859,0.0,0.0
1346,2.0,POINT (-73.91784 40.58394000000001),40.58394000000001,-73.91784,2.0,0.0
1347,1.0,POINT (-73.93723 40.583958),40.583958,-73.93723,2.0,0.0
1348,3.0,POINT (-73.92529999999999 40.58396),40.58396,-73.9253,2.0,0.0
1351,4.0,POINT (-73.92156999999997 40.584003),40.584003,-73.92156999999997,2.0,0.0
1352,1.0,POINT (-73.98586999999998 40.58401),40.58401,-73.98586999999998,0.0,0.0
1353,2.0,POINT (-73.93559 40.584015),40.584015,-73.93559,0.0,0.0
1354,1.0,POINT (-73.95073000000002 40.58402),40.58402,-73.95073000000002,0.0,0.0
1355,1.0,POINT (-74.19199999999999 40.584023),40.584023,-74.192,2.0,0.0
1360,2.0,POINT (-73.91970999999999 40.584064),40.584064,-73.91971,0.0,0.0
1361,3.0,POINT (-73.92344 40.58407),40.58407,-73.92344,0.0,0.0
1362,4.0,POINT (-74.08723000000001 40.584106),40.584106,-74.08723,2.0,0.0
1363,1.0,POINT (-73.81732 40.584118),40.584118,-73.81732,0.0,0.0
1364,1.0,POINT (-73.97185999999998 40.584126),40.584126,-73.97185999999998,2.0,0.0
1365,10.0,POINT (-73.96386 40.584137),40.584137,-73.96386,0.0,0.0
1369,1.0,POINT (-73.98289 40.5842),40.5842,-73.98289,2.0,0.0
1373,1.0,POINT (-73.817375 40.58424),40.58424,-73.817375,0.0,0.0
1374,1.0,POINT (-73.951836 40.584248),40.584248,-73.951836,0.0,0.0
1375,12.0,POINT (-73.96380000000001 40.58425),40.58425,-73.9638,4.0,0.0
1376,4.0,POINT (-73.92529 40.58428),40.58428,-73.92529,0.0,0.0
1377,1.0,POINT (-73.9602 40.58429),40.58429,-73.9602,0.0,0.0
1378,2.0,POINT (-73.95629 40.58429),40.58429,-73.95629,2.0,0.0
1379,2.0,POINT (-73.91604 40.584324),40.584324,-73.91604,0.0,0.0
1380,1.0,POINT (-73.93151999999998 40.584328),40.584328,-73.93151999999998,0.0,0.0
1381,4.0,POINT (-73.962 40.584343),40.584343,-73.962,2.0,0.0
1382,8.0,POINT (-73.9271 40.584366),40.584366,-73.9271,2.0,0.0
1384,3.0,POINT (-73.98774 40.584423),40.584423,-73.98774,0.0,0.0
1385,1.0,POINT (-73.8205 40.584446),40.584446,-73.8205,0.0,0.0
1386,1.0,POINT (-73.98293000000002 40.584454),40.584454,-73.98293000000002,0.0,0.0
1387,1.0,POINT (-73.82048 40.584454),40.584454,-73.82048,0.0,0.0
1389,1.0,POINT (-73.98193000000001 40.584457),40.584457,-73.98193,0.0,0.0
1390,1.0,POINT (-73.94371 40.58446),40.58446,-73.94371,2.0,0.0
1391,1.0,POINT (-73.97261999999998 40.584476),40.584476,-73.97261999999998,0.0,0.0
1392,3.0,POINT (-73.98762499999999 40.58451),40.58451,-73.987625,0.0,0.0
